workerid,noun,gender,nounclass,slide_number,predicate2,predicate1,class2,response,class1,test1,dialect,test3,lived,language,enjoyment,gender,age,describe,comments,years,proficiency,asses,test2,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.time_in_minutes
4,banana,feminine,food,17,big,bad,size,0.31,quality,correct,egyptian,correct,no,,0,Male,,arabic-arabic,,never,basic,Confused,incorrect,0,Windows,800,1280,Chrome,3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:38 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:38 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,351SEKWQS1DFB268EWDZN1GW3FTDM7,4,Approved,Sat Feb 16 16:26:20 PST 2019,Fri Feb 15 23:43:17 PST 2019,Fri Feb 15 23:46:20 PST 2019,Sat Feb 16 16:26:39 PST 2019,,,,,[],2.9360333333333335
4,fan,feminine,furniture,18,wooden,purple,material,0.2,color,correct,egyptian,correct,no,,0,Male,,arabic-arabic,,never,basic,Confused,incorrect,0,Windows,800,1280,Chrome,3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:38 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:38 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,351SEKWQS1DFB268EWDZN1GW3FTDM7,4,Approved,Sat Feb 16 16:26:20 PST 2019,Fri Feb 15 23:43:17 PST 2019,Fri Feb 15 23:46:20 PST 2019,Sat Feb 16 16:26:39 PST 2019,,,,,[],2.9360333333333335
4,chair,masculine,furniture,19,bad,purple,quality,0.25,color,correct,egyptian,correct,no,,0,Male,,arabic-arabic,,never,basic,Confused,incorrect,0,Windows,800,1280,Chrome,3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:38 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:38 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,351SEKWQS1DFB268EWDZN1GW3FTDM7,4,Approved,Sat Feb 16 16:26:20 PST 2019,Fri Feb 15 23:43:17 PST 2019,Fri Feb 15 23:46:20 PST 2019,Sat Feb 16 16:26:39 PST 2019,,,,,[],2.9360333333333335
4,carrot,feminine,food,20,square,wooden,shape,0.3,material,correct,egyptian,correct,no,,0,Male,,arabic-arabic,,never,basic,Confused,incorrect,0,Windows,800,1280,Chrome,3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:38 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:38 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,351SEKWQS1DFB268EWDZN1GW3FTDM7,4,Approved,Sat Feb 16 16:26:20 PST 2019,Fri Feb 15 23:43:17 PST 2019,Fri Feb 15 23:46:20 PST 2019,Sat Feb 16 16:26:39 PST 2019,,,,,[],2.9360333333333335
4,fan,feminine,furniture,21,blue,short,color,0.31,size,correct,egyptian,correct,no,,0,Male,,arabic-arabic,,never,basic,Confused,incorrect,0,Windows,800,1280,Chrome,3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:38 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:38 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,351SEKWQS1DFB268EWDZN1GW3FTDM7,4,Approved,Sat Feb 16 16:26:20 PST 2019,Fri Feb 15 23:43:17 PST 2019,Fri Feb 15 23:46:20 PST 2019,Sat Feb 16 16:26:39 PST 2019,,,,,[],2.9360333333333335
4,banana,feminine,food,22,blue,old,color,0.32,age,correct,egyptian,correct,no,,0,Male,,arabic-arabic,,never,basic,Confused,incorrect,0,Windows,800,1280,Chrome,3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:38 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:38 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,351SEKWQS1DFB268EWDZN1GW3FTDM7,4,Approved,Sat Feb 16 16:26:20 PST 2019,Fri Feb 15 23:43:17 PST 2019,Fri Feb 15 23:46:20 PST 2019,Sat Feb 16 16:26:39 PST 2019,,,,,[],2.9360333333333335
4,couch,feminine,furniture,23,wooden,fresh,material,0.33,age,correct,egyptian,correct,no,,0,Male,,arabic-arabic,,never,basic,Confused,incorrect,0,Windows,800,1280,Chrome,3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:38 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:38 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,351SEKWQS1DFB268EWDZN1GW3FTDM7,4,Approved,Sat Feb 16 16:26:20 PST 2019,Fri Feb 15 23:43:17 PST 2019,Fri Feb 15 23:46:20 PST 2019,Sat Feb 16 16:26:39 PST 2019,,,,,[],2.9360333333333335
4,apple,feminine,food,24,red,bad,color,0.3,quality,correct,egyptian,correct,no,,0,Male,,arabic-arabic,,never,basic,Confused,incorrect,0,Windows,800,1280,Chrome,3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:38 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:38 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,351SEKWQS1DFB268EWDZN1GW3FTDM7,4,Approved,Sat Feb 16 16:26:20 PST 2019,Fri Feb 15 23:43:17 PST 2019,Fri Feb 15 23:46:20 PST 2019,Sat Feb 16 16:26:39 PST 2019,,,,,[],2.9360333333333335
4,TV,masculine,furniture,25,short,metal,size,0.26,material,correct,egyptian,correct,no,,0,Male,,arabic-arabic,,never,basic,Confused,incorrect,0,Windows,800,1280,Chrome,3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:38 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:38 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,351SEKWQS1DFB268EWDZN1GW3FTDM7,4,Approved,Sat Feb 16 16:26:20 PST 2019,Fri Feb 15 23:43:17 PST 2019,Fri Feb 15 23:46:20 PST 2019,Sat Feb 16 16:26:39 PST 2019,,,,,[],2.9360333333333335
4,cheese,masculine,food,26,plastic,blue,material,0.27,color,correct,egyptian,correct,no,,0,Male,,arabic-arabic,,never,basic,Confused,incorrect,0,Windows,800,1280,Chrome,3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:38 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:38 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,351SEKWQS1DFB268EWDZN1GW3FTDM7,4,Approved,Sat Feb 16 16:26:20 PST 2019,Fri Feb 15 23:43:17 PST 2019,Fri Feb 15 23:46:20 PST 2019,Sat Feb 16 16:26:39 PST 2019,,,,,[],2.9360333333333335
4,couch,feminine,furniture,27,green,hard,color,0.26,texture,correct,egyptian,correct,no,,0,Male,,arabic-arabic,,never,basic,Confused,incorrect,0,Windows,800,1280,Chrome,3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:38 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:38 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,351SEKWQS1DFB268EWDZN1GW3FTDM7,4,Approved,Sat Feb 16 16:26:20 PST 2019,Fri Feb 15 23:43:17 PST 2019,Fri Feb 15 23:46:20 PST 2019,Sat Feb 16 16:26:39 PST 2019,,,,,[],2.9360333333333335
4,TV,masculine,furniture,28,purple,huge,color,0.33,size,correct,egyptian,correct,no,,0,Male,,arabic-arabic,,never,basic,Confused,incorrect,0,Windows,800,1280,Chrome,3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:38 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:38 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,351SEKWQS1DFB268EWDZN1GW3FTDM7,4,Approved,Sat Feb 16 16:26:20 PST 2019,Fri Feb 15 23:43:17 PST 2019,Fri Feb 15 23:46:20 PST 2019,Sat Feb 16 16:26:39 PST 2019,,,,,[],2.9360333333333335
5,desk,masculine,furniture,3,square,hard,shape,0.17,texture,correct,moroccan,correct,both,العربية,2,Male,21,arabic-arabic,كانت الاسئلة صعبة شيء ما,5+,advanced,Confused,correct,2,Windows,864,1536,Chrome,3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:38 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:38 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3ZAK8W07I5A4PQANBMGQZ4D7MCR0UX,5,Approved,Sat Feb 16 19:49:11 PST 2019,Sat Feb 16 03:01:49 PST 2019,Sat Feb 16 03:09:11 PST 2019,Sat Feb 16 19:49:42 PST 2019,,,,,[],7.222283333333333
5,chair,masculine,furniture,4,round,short,shape,0.22,size,correct,moroccan,correct,both,العربية,2,Male,21,arabic-arabic,كانت الاسئلة صعبة شيء ما,5+,advanced,Confused,correct,2,Windows,864,1536,Chrome,3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:38 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:38 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3ZAK8W07I5A4PQANBMGQZ4D7MCR0UX,5,Approved,Sat Feb 16 19:49:11 PST 2019,Sat Feb 16 03:01:49 PST 2019,Sat Feb 16 03:09:11 PST 2019,Sat Feb 16 19:49:42 PST 2019,,,,,[],7.222283333333333
5,chair,masculine,furniture,5,big,new,size,0.19,age,correct,moroccan,correct,both,العربية,2,Male,21,arabic-arabic,كانت الاسئلة صعبة شيء ما,5+,advanced,Confused,correct,2,Windows,864,1536,Chrome,3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:38 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:38 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3ZAK8W07I5A4PQANBMGQZ4D7MCR0UX,5,Approved,Sat Feb 16 19:49:11 PST 2019,Sat Feb 16 03:01:49 PST 2019,Sat Feb 16 03:09:11 PST 2019,Sat Feb 16 19:49:42 PST 2019,,,,,[],7.222283333333333
5,couch,feminine,furniture,6,red,huge,color,0.83,size,correct,moroccan,correct,both,العربية,2,Male,21,arabic-arabic,كانت الاسئلة صعبة شيء ما,5+,advanced,Confused,correct,2,Windows,864,1536,Chrome,3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:38 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:38 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3ZAK8W07I5A4PQANBMGQZ4D7MCR0UX,5,Approved,Sat Feb 16 19:49:11 PST 2019,Sat Feb 16 03:01:49 PST 2019,Sat Feb 16 03:09:11 PST 2019,Sat Feb 16 19:49:42 PST 2019,,,,,[],7.222283333333333
5,tomato,feminine,food,7,purple,long,color,0.84,size,correct,moroccan,correct,both,العربية,2,Male,21,arabic-arabic,كانت الاسئلة صعبة شيء ما,5+,advanced,Confused,correct,2,Windows,864,1536,Chrome,3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:38 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:38 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3ZAK8W07I5A4PQANBMGQZ4D7MCR0UX,5,Approved,Sat Feb 16 19:49:11 PST 2019,Sat Feb 16 03:01:49 PST 2019,Sat Feb 16 03:09:11 PST 2019,Sat Feb 16 19:49:42 PST 2019,,,,,[],7.222283333333333
5,couch,feminine,furniture,8,big,square,size,0.78,shape,correct,moroccan,correct,both,العربية,2,Male,21,arabic-arabic,كانت الاسئلة صعبة شيء ما,5+,advanced,Confused,correct,2,Windows,864,1536,Chrome,3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:38 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:38 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3ZAK8W07I5A4PQANBMGQZ4D7MCR0UX,5,Approved,Sat Feb 16 19:49:11 PST 2019,Sat Feb 16 03:01:49 PST 2019,Sat Feb 16 03:09:11 PST 2019,Sat Feb 16 19:49:42 PST 2019,,,,,[],7.222283333333333
5,cheese,masculine,food,9,new,green,age,0.72,color,correct,moroccan,correct,both,العربية,2,Male,21,arabic-arabic,كانت الاسئلة صعبة شيء ما,5+,advanced,Confused,correct,2,Windows,864,1536,Chrome,3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:38 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:38 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3ZAK8W07I5A4PQANBMGQZ4D7MCR0UX,5,Approved,Sat Feb 16 19:49:11 PST 2019,Sat Feb 16 03:01:49 PST 2019,Sat Feb 16 03:09:11 PST 2019,Sat Feb 16 19:49:42 PST 2019,,,,,[],7.222283333333333
5,desk,masculine,furniture,10,hard,wooden,texture,0.8,material,correct,moroccan,correct,both,العربية,2,Male,21,arabic-arabic,كانت الاسئلة صعبة شيء ما,5+,advanced,Confused,correct,2,Windows,864,1536,Chrome,3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:38 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:38 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3ZAK8W07I5A4PQANBMGQZ4D7MCR0UX,5,Approved,Sat Feb 16 19:49:11 PST 2019,Sat Feb 16 03:01:49 PST 2019,Sat Feb 16 03:09:11 PST 2019,Sat Feb 16 19:49:42 PST 2019,,,,,[],7.222283333333333
5,fan,feminine,furniture,11,metal,round,material,0.72,shape,correct,moroccan,correct,both,العربية,2,Male,21,arabic-arabic,كانت الاسئلة صعبة شيء ما,5+,advanced,Confused,correct,2,Windows,864,1536,Chrome,3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:38 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:38 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3ZAK8W07I5A4PQANBMGQZ4D7MCR0UX,5,Approved,Sat Feb 16 19:49:11 PST 2019,Sat Feb 16 03:01:49 PST 2019,Sat Feb 16 03:09:11 PST 2019,Sat Feb 16 19:49:42 PST 2019,,,,,[],7.222283333333333
5,banana,feminine,food,12,smooth,purple,texture,0.68,color,correct,moroccan,correct,both,العربية,2,Male,21,arabic-arabic,كانت الاسئلة صعبة شيء ما,5+,advanced,Confused,correct,2,Windows,864,1536,Chrome,3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:38 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:38 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3ZAK8W07I5A4PQANBMGQZ4D7MCR0UX,5,Approved,Sat Feb 16 19:49:11 PST 2019,Sat Feb 16 03:01:49 PST 2019,Sat Feb 16 03:09:11 PST 2019,Sat Feb 16 19:49:42 PST 2019,,,,,[],7.222283333333333
5,fan,feminine,furniture,13,blue,long,color,0.75,size,correct,moroccan,correct,both,العربية,2,Male,21,arabic-arabic,كانت الاسئلة صعبة شيء ما,5+,advanced,Confused,correct,2,Windows,864,1536,Chrome,3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:38 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:38 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3ZAK8W07I5A4PQANBMGQZ4D7MCR0UX,5,Approved,Sat Feb 16 19:49:11 PST 2019,Sat Feb 16 03:01:49 PST 2019,Sat Feb 16 03:09:11 PST 2019,Sat Feb 16 19:49:42 PST 2019,,,,,[],7.222283333333333
5,banana,feminine,food,14,square,soft,shape,0.15,texture,correct,moroccan,correct,both,العربية,2,Male,21,arabic-arabic,كانت الاسئلة صعبة شيء ما,5+,advanced,Confused,correct,2,Windows,864,1536,Chrome,3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:38 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:38 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3ZAK8W07I5A4PQANBMGQZ4D7MCR0UX,5,Approved,Sat Feb 16 19:49:11 PST 2019,Sat Feb 16 03:01:49 PST 2019,Sat Feb 16 03:09:11 PST 2019,Sat Feb 16 19:49:42 PST 2019,,,,,[],7.222283333333333
5,chair,masculine,furniture,15,soft,plastic,texture,0.23,material,correct,moroccan,correct,both,العربية,2,Male,21,arabic-arabic,كانت الاسئلة صعبة شيء ما,5+,advanced,Confused,correct,2,Windows,864,1536,Chrome,3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:38 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:38 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3ZAK8W07I5A4PQANBMGQZ4D7MCR0UX,5,Approved,Sat Feb 16 19:49:11 PST 2019,Sat Feb 16 03:01:49 PST 2019,Sat Feb 16 03:09:11 PST 2019,Sat Feb 16 19:49:42 PST 2019,,,,,[],7.222283333333333
5,carrot,feminine,food,16,hard,big,texture,0.57,size,correct,moroccan,correct,both,العربية,2,Male,21,arabic-arabic,كانت الاسئلة صعبة شيء ما,5+,advanced,Confused,correct,2,Windows,864,1536,Chrome,3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:38 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:38 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3ZAK8W07I5A4PQANBMGQZ4D7MCR0UX,5,Approved,Sat Feb 16 19:49:11 PST 2019,Sat Feb 16 03:01:49 PST 2019,Sat Feb 16 03:09:11 PST 2019,Sat Feb 16 19:49:42 PST 2019,,,,,[],7.222283333333333
5,carrot,feminine,food,17,smooth,bad,texture,0.26,quality,correct,moroccan,correct,both,العربية,2,Male,21,arabic-arabic,كانت الاسئلة صعبة شيء ما,5+,advanced,Confused,correct,2,Windows,864,1536,Chrome,3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:38 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:38 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3ZAK8W07I5A4PQANBMGQZ4D7MCR0UX,5,Approved,Sat Feb 16 19:49:11 PST 2019,Sat Feb 16 03:01:49 PST 2019,Sat Feb 16 03:09:11 PST 2019,Sat Feb 16 19:49:42 PST 2019,,,,,[],7.222283333333333
5,desk,masculine,furniture,18,blue,square,color,0.86,shape,correct,moroccan,correct,both,العربية,2,Male,21,arabic-arabic,كانت الاسئلة صعبة شيء ما,5+,advanced,Confused,correct,2,Windows,864,1536,Chrome,3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3JD5BATOXQQHM4992P8TTKAZE71V3C,عبارات عربية وصفية ,الإجابة عن أسئلة حول عبارات وصفية.,عربية لغة علم جامعة arabic تجربة,$0.50,Thu Feb 14 08:27:38 PST 2019,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sat Mar 16 09:27:38 PDT 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3XH7ZM9YX2PRI88QGMZCYLVS9LLR9G,3ZAK8W07I5A4PQANBMGQZ4D7MCR0UX,5,Approved,Sat Feb 16 19:49:11 PST 2019,Sat Feb 16 03:01:49 PST 2019,Sat Feb 16 03:09:11 PST 2019,Sat Feb 16 19:49:42 PST 2019,,,,,[],7.222283333333333
